progress,x_mm,y_mm,z_mm
0.0,52.561367552645,0.9362926774836274,179.2171964117989
0.006289308176100629,52.52991880620314,0.9369603858417346,179.11147353502213
0.012578616352201259,52.32228429185175,0.9399177687139948,178.41847483689986
0.01886792452830189,52.25502328893188,0.939348149682679,178.2072687523114
0.025157232704402517,52.14324734889758,0.9416786223100057,177.84632197513872
0.031446540880503145,52.078623990904504,0.9414307051766856,177.63683647982063
0.03773584905660378,52.038348840044186,0.9420200629162527,177.5096845323914
0.04402515723270441,52.00069612367732,0.9418791846076843,177.39075002552735
0.050314465408805034,51.98391376834344,0.942027116167034,177.33814860250843
0.05660377358490566,51.97468287590028,0.9419544586827056,177.30955619378327
0.06289308176100629,51.9724076415964,0.9421264973864141,177.3017626130775
0.06918238993710692,51.972129489507374,0.9421354658285793,177.30076423638198
0.07547169811320756,51.971816537871646,0.9421154262577586,177.29970508496163
0.08176100628930819,51.97109256942468,0.9421851123934097,177.29721186951463
0.08805031446540881,51.97109256942468,0.9421851123934097,177.29721186951463
0.09433962264150944,51.97109256942468,0.9421851123934097,177.29721186951463
0.10062893081761007,51.97109256942468,0.9421851123934097,177.29721186951463
0.1069182389937107,51.97109256942468,0.9421851123934097,177.29721186951463
0.11320754716981132,51.97104500568771,0.9489495617453597,177.297133416435
0.11949685534591195,51.97104500568771,0.9489495617453597,177.297133416435
0.12578616352201258,51.97104500568771,0.9489495617453597,177.297133416435
0.1320754716981132,51.97104500568771,0.9489495617453597,177.297133416435
0.13836477987421383,51.97104500568771,0.9489495617453597,177.297133416435
0.14465408805031446,51.97104500568771,0.9489495617453597,177.297133416435
0.15094339622641512,51.97078833349229,0.9489517613686699,177.30290760366663
0.15723270440251574,51.94914039206444,0.940194291142889,177.42905583239204
0.16352201257861637,51.90304793708931,0.9241160172398198,177.6271673033184
0.169811320754717,51.896681270918656,0.9155169838624587,177.8161934513454
0.17610062893081763,51.9290807162913,0.912362033990952,178.05143155263102
0.18238993710691825,51.96920794497118,0.9103236087905515,178.38526963096086
0.18867924528301888,52.078211342160536,0.8868341977842936,178.88695975025544
0.1949685534591195,52.183591754422274,0.8699505548828258,179.49915346013196
0.20125786163522014,52.34668861553475,0.8388805327324396,180.51498053657556
0.20754716981132076,52.545034555537,0.7830357515093812,181.6912892724064
0.2138364779874214,52.81816559126869,0.747900415620475,182.93930200162217
0.22012578616352202,53.26487620498134,0.7075326589892295,184.26735396959222
0.22641509433962265,53.9583756980705,0.641573360370004,185.9200969798603
0.23270440251572327,54.826417833564754,0.6032462679392364,187.79538541609162
0.2389937106918239,55.82145922936241,0.5550745874268526,189.67257861819812
0.24528301886792453,56.970169941490326,0.4575830119967695,191.77675171760123
0.25157232704402516,58.350758664243926,0.253079755491147,193.8998359646802
0.2578616352201258,59.838975246308046,0.06886908882850129,196.32970103116529
0.2641509433962264,61.48531655097455,-0.07973056333495372,199.28948259583518
0.27044025157232704,63.40203019145646,-0.2085369388304502,202.51334756754756
0.27672955974842767,65.50843600481303,-0.33606279951719775,205.78248237314364
0.2830188679245283,67.81219553883581,-0.44890901135925,209.06518436984945
0.2893081761006289,70.23250225145165,-0.5299995313390489,212.6636626648493
0.29559748427672955,73.00807586012719,-0.6193185463841144,216.57648213707097
0.30188679245283023,75.95669747207168,-0.6903075535645199,220.48622334928902
0.30817610062893086,79.08168157657146,-0.7727329049611055,224.55024546572898
0.3144654088050315,82.32096035142064,-0.843680415067615,228.87248281421185
0.3207547169811321,85.78304986020841,-0.9291133004525528,233.3748970568878
0.32704402515723274,89.4127396196071,-1.0348940028173648,237.9612224677147
0.33333333333333337,93.43598044820789,-1.137056844499713,242.42451384226788
0.339622641509434,97.81758039504736,-1.2067302344593174,246.3429036086498
0.3459119496855346,102.40650228867212,-1.2072327337183777,250.0229305824629
0.35220125786163525,107.08867487776953,-1.183250001555188,253.31647369337432
0.3584905660377359,112.00425694899191,-1.1409084011031745,256.23872996336206
0.3647798742138365,116.92542227215944,-1.0409539855758716,258.99370702271926
0.37106918238993714,122.13716329274831,-0.9682269354507604,261.1137459570572
0.37735849056603776,127.38710068331648,-0.914676115869497,262.98712681544276
0.3836477987421384,132.70201574560858,-0.9758742496738976,264.61463003984034
0.389937106918239,138.08767261809808,-1.0932687775556604,265.99277216634965
0.39622641509433965,143.43405460696695,-1.2626382308371604,266.95464333927265
0.4025157232704403,148.69027100470447,-1.5196325320037902,267.535560907056
